id;text;HS;TR;AG
20036;Is it a great gift ???? And a cock a gift, they haven't given him anything here. He has worked a lot, it is enough with the nonsense # OTGala8;0;0;0
20037;I got a 9 in the end of biology for you son of a bitch that you did not want to promote me for a few hundredths IN YOUR FACE AND IN YOUR COURT;0;0;0
20038;@ValentinaaCruz Puteria and perico are also soul mates except that you are a whore from the womb.;1;1;1
20040;@PatonGuzman you are a real shit, you fucking, shit among the shit, that's why fucking Argentines, miserable sweats, are hated, for slags like mico sorete badly born;1;0;1
20041;I added a video to a @YouTube playlist https://t.co/lWXlQnkxyQ El Güero Bastidas - Enigma Norteño (2011);0;0;0
20042;@ AgusMariano17 @astrobrix @saintlean so I tell your mom shut up bitch;1;1;1
20043;@ intonarumori13 Shut up and come fuck you bitch;0;0;0
20044;Two friends talking: -Raúl, what do you give me for my wife? -Nothing -Deal done.;1;1;0
20045;@ AngeAlvarez7 Shut up bitch, I'm awake;1;1;1
20048;#esdemexicanos that they call you güero even if you are blacker than the night;0;0;0
20049;Ah pod, now I can not criticize because I am an immigrant? My God, why are there people like that? ???? https://t.co/RAHMXDL7G1;0;0;0
20050;Immigration? Invasion? Massive entry of sub-Saharan IMMIGRANTS to CEUTA | Spain https://t.co/sUe4DoZLXB via @YouTub information passée sous silence par les media belges #desinformation;0;0;0
20051;Of this that you are writing and you wonder how quiet the bitch is. You look back and you find this. https://t.co/LkdwUVHgaJ;0;0;0
20052;In that list the Arabs and Chinese who have us screwed must be second. They come from their countries with one hand in front and one in the back and they get huge loans for their businesses and to mistreat the Venezuelan. Here in margarita you can see that pod a lot https://t.co/gHdYmtl68V;1;0;1
20053;My dear, you are a whore without a filler .. what do your children say about your new love? You are still his example ??????;1;1;1
20054;Guyana will receive $ 30 thousand from Unicef ??to serve Venezuelan refugees - https://t.co/QAT9EZivVW https://t.co/8JM5ezcITq;0;0;0
20055;How when you are very tight and they call you güera hahaha;0;0;0
20056;@DrodriguezVen you are the bitch most bitch of bitches;1;1;1
20057;Immigrants try to escape from Ceuta hiding in a ferry https://t.co/PzsYXikVuh via;0;0;0
20058;@Proctologist Damn son of a bitch ... I don't know why he didn't go for a fucking latrine in his town and drowned in shit, as he deserved it.;0;0;0
20059;@ MirandaLanda22 Shut up fucking whore and celebrate Christmas you son of a bitch;1;1;1
20060;Let's see who pays the bill and how they share the brown of leaving illegal immigrants loose in their cities (and that voters will not make them pay within a year) ... https://t.co/CehRdJsSdU;1;0;0
20061;- Time does not exist. The space-time division is an invention of man, therefore, .. - Shut up, you son of a bitch.;0;0;0
20062;@ Laura99CM Now that you've disrespected me, I can finally tell you: Let's wash up whore!;1;1;1
20064;They send me this shit. Rape culture on its best screens. HUMAN WASTE. Can you do something @policia? https://t.co/vGmcVPSO7B;0;0;0
20065;@gliclazida @dotfanny @el_pais But the scenario you describe is not one of harassment. It's rape and killers;0;0;0
20066;The Sectoral Conference on Immigration and Emigration meets in an hour for the first time since 2015. So far this year, 145 Algerian citizens have arrived on the shores of the region by boat.;0;0;0
20067;@PatricioMery @JorgeGlas Shut up Silly Ivan, There is no evidence !!! Where were you son of a bitch when people like bucaram, Lasso, baqueros, and opportunists ate Ecuador and were divided into pieces, when there were no roads or hospitals, or me;0;0;0
20068;- Final Champions League - Libertadores and Sudaca - Tour, Round and Round - Wimbledon - Super Bowl https://t.co/lUR7OjtsiV;0;0;0
20069;@chechechacon You are a sentenced whore and you are with a shell in congress. You lied on your cv and you just finished elementary school. Do not play the holy hypocrite of fourth;1;1;1
20070;@ NievesD36 @el_pais Do you distinguish between a violation or a workplace harassment? Or do you put it all in the same pack? When they reach out or propose you at work, they don't put a knife to your neck. You choose if it is convenient or not and that choice runs;0;0;0
20071;@PrincipeVaron @_Brix__ @ Re152005 @Barbijaputa @Yiyefly Pussy how quiet you are ??????????;0;0;0
20072;Can someone tell me where I can get an Arabic keyboard-;0;0;0
20073;Jajajajajajjajajajajajajjaa oh God the woman is evil I'm leaving here, what a fucking pavera.;1;0;1
20074;@agaxiolag shut up bitch! Learn to speak and whiten your muzzle. #ExatlonMx;1;1;1
20075;Mercedes and Vodafone get involved in the controversy of footballer Özil about racism in Germany: “I am German when we win, but an immigrant when we lose” https://t.co/imSYwzFHeB via @eldiarioes;0;0;0
20076;Calm down, do not pile up !!! Pinches nacos frijoleros pikense el ass ?????? https://t.co/tn7lEhUzsE;1;0;1
20077;@fedevigevani When I meet you I'll stick a gum on your face to see if you look good one day;0;0;0
20078;@elchiringuitotv @As_TomasRoncero #ChiringuitoKepa you are an asshole roncero !! Where is your fucking factory?;0;0;0
20079;How you kill me when you move so slow, I feel all the travel and the pressure of your pussy around my cock, you caress my chest, you feel my labored breathing, I'm going to come babe https://t.co/32P0qrpcPi;0;0;0
20080;The moronegrada is sinking the country based on being net collectors of pensions, terrorists, stealing, raping, trafficking, destroying the penitentiary, educational, judicial and health system ... but what matters is a black man who claims to be an engineer # NosTomanPorImbéciles https : //t.co/2pR0YPtNCA;1;0;1
20081;-Because the esatua of freedom is a woman? -Because a hollow head was needed to make a gazebo;1;0;0
20082;Eat it XDDD and my face too !! ?????????? - Let's not go over there ?? https://t.co/t3o5yHY0zb;1;1;1
20083;@pauliboggino @soyunaforra shut up bitch you fucking ass;1;1;1
20084;The worst thing is that later you read them and these deformed apes insinuate that the woman is evil and a bitch muahahahaha deep down I feel sorry for these beings;0;0;0
20085;@_ArianaBelen Hahahaha you shut up bitch.;1;1;1
20086;@PatricioMery @Pontifex_es Shut up silly son of a bitch human beast disgusting scourge leftists thieves badly born;0;0;0
20087;That, incompatible with being a moron, or a Muslim. https://t.co/AMyOfhQVQy;1;0;1
20088;This güero scoring for my pick of +375. Long live damn Denmark https://t.co/hHVyeWIGcO;0;0;0
20089;I do not understand that to show your cock to anyone for real, I do not find the sense;0;0;0
20090;They force me to swallow cock and piss on my face ?? https://t.co/8SHYnivgXa;0;0;0
20091;@DarkGraphics_YT @IstEkoGFX @kanouraa THE MOST SATURATED IS TO SEE MY COCK IN YOUR BORED ASS??????;0;0;0
20092;@Valeria_Martell @NopaIep Yes, I agree. It would not occur to any man that a woman is a whore for uploading semi-nude photos. Freedom and respect.;0;0;0
20093;@Zabayar The worst of all is that you are part of the blame for the destruction of Venezuela, the son of the great PUTA, and above all you are still a MALPARIDO Chavista. Now regrets are not worth they are 18 years old wearing a STICK and having a welt and it is now and;0;0;0
20094;Tanned 2018 goals I have gone to the kebap and they have spoken to me in Arabic. ? mission accomplished;0;0;0
20095;They took it the day after the documentary, excellent by the way, it uncovers the harsh reality of the immigrant and of those of us who stayed in Vzla.Madurocdtm https://t.co/btnl4GmV1V;0;0;0
20096;He justified the violence to the deputies saying that they were to provoke, can you be such a son of a bitch Marcos Peña?;0;0;0
20097;@ash_london CALLATE CRAZY BITCH WITH MEETING WITH LOUIS IS ALREADY A LOT. YOU GET IN WITH BARDERAS;1;1;1
20098;I do not discuss how to remove a tooth so shut up the fucking mother;0;0;0
20099;Why was alcohol invented? so that the ugly, fat and canis would lose their virginity.;1;0;0
20100;There are smart women, yes. They are men who have undergone sex change operations. Not the other way around.;1;0;0
20102;And Latinos tell us Sudacas, conquered, and uncivilized, what things, no? ?? (not all) https://t.co/Ew6hpH5wIa;1;0;1
20103;I'm going to paint my hair güero so that Alfredo loves me;0;0;0
20104;Immigrants show their most violent face with fights in the middle of the street - El Pueblo de Ceuta https://t.co/Xd26df3yhL;1;0;0
20105;Yesterday I was dying of a throat infection bitch and today I peeled it off, I'm better. ??;0;0;0
20106;@fxbianna And you're the bitch friend who's going to suck me behind her back, stupid;1;1;1
20107;FUCK I SHIT ON THE WHORE I STOLE RAOUL DESERVED IT FUCK # OTGala8;0;0;0
20108;He has earned it hard, and it has been very restrained. That Muslim man or he thinks about it next time. Or they give it a bigger one. https://t.co/1NTIxMR11P;1;0;1
20109;So you are the son of a bitch who is eating all the wildebeest ... Come on, let's talk https://t.co/E7H7lsvFic;0;0;0
20110;#Repost @analorenasm with get_repost ? ? ? ?????? mezcal kisses pa 'el Güero. Happy Friday! https://t.co/mNwsnjtSlZ;0;0;0
20112;@vibrium_ JAJAJAJAJAJA Multitasking is today: bitch on Instagram, emo on Twitter, ridiculous on Facebook and divas on WhatsApp, all at the same time and without mixing stories.;1;0;1
20113;@MasterofCR @ Exodial0 @ GuidoNJ99 Shut up the fucking mouth, resentful and next time look for Vaseline because we don't want a son;0;0;0
20114;1. the nude has always been part of art 2. art is super relative 3. shut the fuck up https://t.co/5eN1K4Sntq;0;0;0
20115;If you mistreat an animal you are a son of a bitch and you deserve to live in the worst way;0;0;0
20116;@ 20m Too bad .... shut up bitch !!!!!!! ??????????????????;1;1;1
20117;@ lauty489 You deserve to be drowned son of a bitch but mildew;0;0;0
20118;Antonio Adán: My girlfriend is a sevillista and she is one more whore | Sevilla 3 Real ... https://t.co/Pk1TYziPU8 via @YouTube;1;1;1
20119;@ anto07ro I always make you hold on shut up, mña yeah bitch;1;1;1
20120;Administrative processes have to be fast for refugee immigrant minors, since the future of these minors is at stake. Tomorrow if they want to work, they will continue without those papers, men will end up in irregular jobs and women in prostitution.;0;0;0
20121;Good morning, to work in the factory to pay the refugees and others ... thanks Sánchez for being such a son of a bitch.;1;0;1
20122;Mirna, for some feminists celebrating a woman's dress is harassment, watch out there #pautab @adnradiochile @mirnaschindler;0;0;0
20123;"@alejitacoll ... there are many men against harassment; yes, not all of us express it from a sexist prejudice. His response will win applause and likes from the well-thought-out ""but in certain passages it represents nothing more than the opposite end of Caballero's disastrous column.""";0;0;0
20125;-Woman: Kiss me once and will I belong to you forever? -Man: Ostia! Thanks for the warning!;1;0;0
20126;@mariajoarga @Paugalindo Oh shut up bitch.;1;1;1
20128;"Calling a woman a ""bad bitch"" is called a ""satirical poem"" ... I feel real disgust to hear, read and see this type of daily attack on @InesArrimadas in the pro_independence media. We need more than ever #ahorasicambio @CiutadansCs https://t.co/2JXfZwPJWU";0;0;0
20129;"That shows that they are not ""refugees"" from countries at war, but economic, which is human, until you realize that if they start with lies, surely what they are looking for is to invade, not to live together! https://t.co/U8WxI3hJGU";1;0;1
20130;@Alechaschas 12 years playing Play taught him a lot. What a bastard son of a bitch !!!!!!;0;0;0
20131;"""We already have 3 asylum cases of immigrant violence in the Barcelona area in a week. From how many cases are they no longer considered"" ""isolated"" ""?""";1;0;1
20132;You move the thong aside, you put my cock in your pussy and you let yourself fall slowly inserting it whole, what a pleasure it gives me to feel how it squeezes your pussy during the whole journey, come down babe https://t.co/EAzApav28W;0;0;0
20133;@YolandaNeed Shut up bitch I do what I want;1;1;1
20134;I end up here teaching the cock boy or should I say DEFEATED OF LIFE Q THE ONLY THING HE HAS DONE IN HIS LIFE (indirectly) IS TO HAVE A BIG COCK .... WHAT. FUCKING. ASCAZO. KID.;0;0;0
20135;@pablocasado_ and @Albert_Rivera are right, immigrants come to impose their customs on us https://t.co/xstEpiBjQl;1;0;0
20136;I thought that this little game only existed for Arabs, hahaha. https://t.co/dZUJ1L843d;0;0;0
20137;@KarinaFromField You are my bitch, what am I to blame?;1;1;1
20139;I just saw a lady just like lupita d'alessio and I said it was like OMFG IS DAT LA LEONA SLEEP OR JUST ANOTHER SEÑORA GÜERA;0;0;0
20140;@DonniPuppo JAJJAJAJ shut up bitch, he told me for something else not that;1;1;1
20141;THE PRIDE THAT I FEEL IS IMMENSE, WE ARE UNIQUE You deserve it because you are a great act of the fucking mother https://t.co/Q4FEJabwVX;0;0;0
20143;"FRIENDS WITH ALL THE RESPECT AND WITH MORE HUMOR, I SHARE THIS ADVERTISING OF TACOS ÁRABES Y MAS, LOCATED IN CAMINO VIEJO A LA VENTOSA, WHERE WILL YOU FIND: TACOS ARABES TACOS ORIENTALES, TACOS DE BISTEC & lt; 3 & lt; 3 HELP & lt; 3 DO NOT STOP TRYING THEM .... https://t.co/OSytInAlNX";0;0;0
20144;British police allowed the rape of 1,000 poor girls by Arabs https://t.co/2uRICNLjO9 via @laotracara_co;1;0;1
20145;@voz_populi Go fuck your asshole, your Felipe would have to be in the fucking mine and shut your mouth !! That you have no idea here in Spain there is still the same fucking dictatorship only adorned with consumerism.;0;0;0
20146;@rubenssambueza you are a garbage person, which does not surprise me because you are SUDACA, and so are the third worlds;1;1;1
20147;Shut up for a bitch, says Damian hahahaha;1;1;1
20149;Teñida del ortho tells me the face of pre-Hispanic crafts. You are still a South African friend, for something you cannot go to your native Germany. https://t.co/zJQwgOL4Xp;1;1;1
20150;In Ceuta there is a mountain that symbolizes everything that happens on both sides of the fence PROFILED in the rock, with the bust ... https://t.co/lH5kGLlkzQ;0;0;0
20151;@Elaguijon_ Today all this scum is quiet I would like to hear them speak #HDPassinos;0;0;0
20152;-This is the office for attention against racism? -Of course you do, pass it on, you fucking dark Indian Sarapastrozo, right now we will attend to you, first that the güero passes.;1;0;0
20153;@lammothsenpai the ape from Fuenlabrada that I have to see more often. You are a fucking uncle and you deserve the best in the world. I hope that in 2018 everything will go well for you and that you start with the front door.;0;0;0
20154;@BoffeGoals SHUT UP TOMORROW SEE YOU BITCH;1;1;1
20155;@TiaFeminazi And what is not the voice, huh? SEMEN movement!;0;0;0
20156;It makes me sick to see you badly, but not for me, but for you, LA PUTA MADRE You deserve heaven, do not stay in a single cloud.;0;0;0
20157;600 manteros jumped the fence in Ceuta the other day. https://t.co/VErAmkEW5b;0;0;0
20158;We order Arabian picada? 3 words, 1 happy heart;0;0;0
20159;@JordiWild That you shut up already weighing ... ACCEPT IT IN A FUCK AND leave it in the past, apologize and tell me;0;0;0
20160;@LucasSpadafora Lucas shut up that you never read dm the whore who gave birth to you ahre;0;0;0
20163;How güeras attract me ??;0;0;0
20164;but shut up bitch we haven't seen each other for months and now that I'm leaving you want to see ME CAES MAL AGUSTINA https://t.co/PnQkCwktmY;1;1;1
20165;@ edward18jgm @PunishedLivinx You are the asshole who has not touched a history book in your fucking life and you go smart without knowing what you're talking about;0;0;0
20166;Could this explain the Caribbean and sub-Saharan brutism? Will there be correlation? Extreme heat linked with reduced cognitive performance among young adults in non-air-conditioned buildings: https://t.co/hRcb6n7jHQ;1;0;0
20167;I would love to give you some rich spanking ? - I would love to hit a host on your face https://t.co/rUKwwVXlxm;0;0;0
20168;Why do women watch entire porn movies? -Because they think that in the end they are going to get married or something.;1;0;0
20169;Because they are calling baekhyun a cat, a bitch or a whore if he's a man, ridiculous manga;0;0;0
20170;It's a chinguita to make tamales, 'my servant, the diodora, grumbled. 'Shut up or you're going to get sour', I say ... well, why do I tell you strawberries who went to university, what are you going to know about making tamales ??;0;0;0
20171;Those people insulting and condemning the murderer of Diana Quer but then downplaying the harassment, rape and mistreatment of women ...;0;0;0
20172;@Ndemoniado @ Zurine3 Pussy there are a LARGE amount of amateur porn videos and the truth is they are quite sought after, because they are 'normal' girls, people imagine their neighbor, their friend, etc. Well, what does it have to do with it? You talk about porn as such not about its cir;0;0;0
20173;"@ClaMoralesM Let's not get confused, many women pose as victims of harassment just with a look, ridiculous; Have these been compared with what the guerrillas suffered in the Farc for example?";1;0;0
20174;Come eat me xddd;0;0;0
20176;@delockkke Shut up bitch Katy Perri of the xiniyos (and never better said);1;1;1
20177;English and Arabic https://t.co/jlqTajKLXq;0;0;0
20178;@ Micaela2907 JAJAJAJAJAJA shut up Mica bitch;1;1;1
20179;@ bot_11109 @elchiringuitotv @ Borjamazarro8 One more stupid you will say, even the dick were already people with the antics of Alves and Neymar ...;0;0;0
20180;"""If God cursed Eva because she ate an apple, imagine what he's going to do when he finds out they're"" ""drunk"" ""and"" ""whores"" ""every weekend.";0;0;0
20181;@ NickAsio1 as you are so culturally evolved you remind anyone what the civic norms are. Spaniards, blacks and Arabs without exception, I have not seen Spaniards putting feet in seats. Quite a lot of blacks and Arabs.;1;0;1
20182;THAT IT'S NOT EVEN EIGHT IN THE MORNING, SHUT UP AND GO TO SLEEP INSTEAD OF TALKING ABOUT THE FUCKING SPICHA.;0;0;0
20183;@PSOE and @ahorapodemos are eager to help the Moromierdas who arrive in waves to rape all the women and children they can. And hey, if it is legalized better, huh @sanchezcastejon @ManuelaCarmena? THE PROBLEM IS THAT THIS NEVER HAPPENS TO YOUR CHILDREN AND GRANDCHILDREN. PITY! https://t.co/Ro8kL0MNPM;1;0;1
20184;The Director General of the Civil Guard will go through the fence that was attacked in Ceuta this afternoon. GOOD HOURS, GREEN SLEEVES !!!;0;0;0
20185;@laLauusrobles You are a bitch friend hahahahahahahaha;0;0;0
20186;HATE ME ERO WHEN LOOKING AT YOU IN A MIRROR REMEMBER I AM AGILE AND ATTRACTIVE YOU ARE A SLUT PORN??????;1;1;1
20187;@letra_escarlata @Pepe_Tron_B_M @anaisbernal @ 20m And these are the sons of bitches who are going to fight against violence against women. It is that I do not break because I DO NOT HAVE ANY FUCKING GRACE ??????;0;0;0
20189;@ spitfireXxX77 If I'm a Nazi, you're a son of a bitch;0;0;0
20190;The bad thing about the issue of sexual harassment that occurs EVERYWHERE… it's simple… physical abuse, rape or coercion are a crime… BUT !!! The insistent or clumsy flirting is not, nor is chivalry a macho aggression ... But the sensationalist exaggeration is what it is today, right?;0;0;0
20191;ICE places a high priority on the fight against illegal immigration, including finding # undocumented aliens with criminal records who pose a threat to public safety https://t.co/y0Af1LVSXi https://t.co/YAfqZYJgSg;0;0;0
20192;I wanted to talk about something, I am a feminist, whenever a victim talks about some abuse, harassment or rape that he suffered it does not matter ... - it is complicated because the same thing is happening to me with my old man, the ex is accusing him of things that s ... https://t.co/cHCbfVr6CP;0;0;0
20193;Back to work. On the field for Univisión Deportes in América vs Veracruz. Even the blond hair is over. There we listen, brothers ???? https://t.co/kuXY36rfOM;0;0;0
20194;@cirovitale__ I know that I am the right person for these moments, you do not deserve it, but you are my brother son of a bitch, there I speak;0;0;0
20195;Let's talk about the beating of the American tourist by sub-Saharan manteros, those who enter the Civil Guard with quicklime ... we should not go back to Franco, who was very bad and avoided many Czechs and gulags if he does not get up in that anarchic Spain # l6nveranofranco;1;0;1
20196;@YazElias Shut up that you don't even have that bitch;1;1;1
20197;I want an Arab tenderloin with garlic sauce;0;0;0
20198;Introducing the apology speeches from those accused of sexual harassment this year: https://t.co/RMiRzxmb0Z;0;0;0
20199;In this country, what has to be done in the bloody time is that all illegal (without papers) are deported to their country at once. It is worth so much good and you help immigrants before the Spaniards themselves. https://t.co/yqWoWe40ae;1;0;1
20200;They will arrive en masse in Cartagena. It is up to us and our rulers to find the true natural solution, the refugee self-management camps https://t.co/DP4JEeYl13 or to give way to a full-blown invasion of our streets and the social confrontation of extremists https: // t .co / 2cabgB9aTn;1;0;1
20201;A girl said that she did not like the jokes about harassment and rape in Rubén's video and this was answered by some of her fans https://t.co/F2SKl21D4B;0;0;0
20202;The fox is silent because she knows that my combo is pure power ??;1;1;1
20203;@ignaciodover comemela hso and if we get there just nothing happens ahre;0;0;0
20204;@ suicideroom22 Shut up, the one who nails the spot is you Zorra ??;1;1;1
20205;@JoeelSsj eat it cute HAHAHA;0;0;0
20206;They are not sub-Saharan, they are Black. To my knowledge, Sudan and Niger are in the Sahara. #FronterasSecure;1;0;0
20207;The immigrant who complains about the immigrant who complains about the immigrant ... and so on ad infinitum. https://t.co/0js3tanLyU;0;0;0
20208;I can have all the respect in the world for you, but you don't deserve it with a fucking voice that you give me. Understand it respect for respect.;0;0;0
20209;The murder is done in the name of Antifascism. Morons like you @CristinaSegui_ make this scum grow. https://t.co/OyzI8cYc0C;0;0;0
20211;@lopezdoriga @dparamooficial Shut up bitch priista;1;1;1
20212;Look @chandlerriggs in the future look for jobs that love you BECAUSE YOU DON'T DESERVE THIS FUCKING DEAL SHIT;0;0;0
20214;"""Transparency Venezuela When an undocumented person goes from being a subway bus stopper and buster to"" ""managing"" ""the economic policy of the country that Hugo Chávez had already destroyed, we have the result of the Vzla completely destroyed.""";1;1;1
20215;Ultra asshole this common citizen, theater I take him asshole, handcuff him and 6 hours in the dungeon .. Undocumented vague ... https://t.co/MhD226N2rT;1;1;1
20216;Humanitarian brigade brings water to immigrants crossing the desert https://t.co/JFm9rAZZPl;0;0;0
20217;Many people believe that a woman is abused or harassed for being very naked, but I have seen women harassment on the contrary also, women whose religion or beliefs are different and are harassed for that. That shows that there is an unspoken standard for women, and that it is expected to be covered.;0;0;0
20218;JACKIE AND HYDE DESERVED TO BE TOGETHER THE FUCKING MOTHER I WANT TO BREAK EVERYTHING;0;0;0
20219;"""United Kingdom zero Christians among the 1,112 Syrians"" ""refugees"" ""relocated in this country so far this year, in 2017 they only received 11. A clear predisposition in favor of Islamic fundamentalist supremacists. Absurd and suicidal. Https: // t.co/LrqIvXerYX """;1;0;1
20220;GOOD AND YOU'RE A TRAILED SLUT! Laidy Gómez charged against Guanipa and called him a 'divisionist' https://t.co/oWWzD7N17m via @maduradascom;1;1;1
20221;@Ark_antos And why is the worst insult that you can think of against a woman is a whore? It is much worse to be a rapist and / or a murderer. Being whores we only lose ourselves ... But, there it is, the cultural machismo. 'Hey, I'm not a racist, I have a black friend.';0;0;0
20222;From the tree of silence hangs the fruit of security-Arab Proverb;0;0;0
20223;when i don't have nico my girlfriend is my bitch https://t.co/29fdEJWVjN;1;1;1
20224;I'm freaking out. I was telling this boy that my father beat and insulted my mother, who has two complaints of gender violence and restraining orders and he began to tell me that he would never think that the woman is right, that if that happened to me it's because i'm arab https://t.co/JERLbuZynK;1;0;0
20225;Sexual harassment begins to uncover in the music industry: powerful tycoon accused of rape by several ... https://t.co/g8ZpzWEWeS;0;0;0
20226;I'm checking in a girl from the United Arab Emirates. Her: That tattoo is Arabic, right? Me: yes ?? (I thinking pa inside: by God and by Allah that the meaning is what I wanted ??) She: is such (a rare word in Arabic) Me: ?? She tells me in English and I: Yes! ??;0;0;0
20227;I can't handle what the song says about 'what a bitch my friend': and you're a bitch, bark at me ??;1;1;1
20228;@FakuuFlores Not all of us have your fox tricks;1;1;1
20229;@heavenskarIa Stop teasing me fucking bitch;1;1;1
20230;Fuck Nagore shut up for a fucking heavy fucking time oh god I hate her why so stupid diooos I hope she doesn't report me and go to jail for this Nagore go cry to Deluxe for your nose #myhyv;0;0;0
20231;Question to the left. This is for note. If we open the borders indiscriminately and without control, and an immigrant assaults a woman, an immigrant too, with whom he is in a relationship, how can he be found to summon him to trial after the attack?;1;0;0
20233;What before the street, an intelligent woman or an old tortoise? An old turtle because smart women don't exist ...;1;0;0
20234;But you idiot, do not you see that you do not make anyone laugh, pull balls, shut up, stay like dead scum https://t.co/ZJNymjSwaq;0;0;0
20235;@ Arthur_Zh69 HOW YOU FUCK A BITCH AND FORGET HER NAME: 0 Yeah baby I really like your English, could you teach me a little;1;0;1
20236;@Relatofeminista @elsadurst sex education is also learning that women with dicks exist and are victims of rape ... Men rape, not dicks.;0;0;0
20237;How I overcome Arabic.;0;0;0
20238;Temon Arabic ??;0;0;0
20239;@suecos Swedish Student Elin Ersson, Prevents Deportation Of An Afghan Asylum Seeker https://t.co/USN5ldOwYW;0;0;0
20240;Shit, shit and only shit comes from Africa, only place to collect, all that rubbish, African Muslim. https://t.co/ZLdMfxbjzk;1;0;1
20242;Shut up you bitch, bitch, drunk, drug addict.;1;1;1
20243;"hello i have the hc that hinata is half irish, tsukki is half franchute and yamaguchi is half latin & gt; & gt; & gt; i'm in drugs";0;0;0
20244;@MartuPerez_ Or the skinny ones when they come to tell you everything, that is, if your girlfriend is a bitch, not mine ...;1;0;1
20245;@valerynimala @ESPNmx @futpicante @Chivas Shut up whore;1;1;1
20246;The fake cover of the fake magazine says Pop Singer. Bitch, there was no imagination to even come up with a name to rhyme with Britney Spears? Linsdsay Steers, Whitney Beers, Shitney Shits?;0;0;0
20247;Msdossary 2018 FIFA World CHAMPION. Stefano Pinna could not do anything against the Arab. Fully deserved result. #FIFAeWorldCup;0;0;0
20248;Which actor could have been a great #Aquaman güero in the DC Extended Universe? Check out our video and find out about our options ???????: https: //t.co/BkJqSPu3Bv https://t.co/bdHVF5wsgw;0;0;0
20249;@MaiiiiraIb ?? noo shut up bitch I'm looking for something to sleep hahaha;1;1;1
20250;"""One of the Aquarius refugees:"" ""They forced me to rape minors and animals for months."" https://t.co/IQLcfBOY7m via @elmundoes """;1;0;1
20251;There is racism when they don't think I'm their sister because I'm güera @unpentagono @medicenlore https://t.co/9iHeSpHOIi;1;0;0
20252;If what this soda is looking for is to provoke, it gets it. She is very slutty. https://t.co/OrRBTkNkcb;1;1;1
20253;Anyway, I hate feet, maybe you have an ugly foot and you fuck me by leaning it on my face and I hit you with an ax;0;0;0
