public_id	predicted_rating
17061664237497551788510926774046859803	true
40325608553279412942223931290845696333	true
106244005164715375334181175058408459957	partially false
202064840712715883075385547782622541587	true
243998263705706276830418910116426707794	false
249033372590462701657603465523093001287	other
198186879881781424386990873167435676098	false
200049446239665258541118918005789068501	false
230821740422546858440102056159986733057	true
196098035710377202392543265749638365880	true
173184581265855895874258689419970282073	true
223070855195192789943992369960732560189	true
296749372221411134003498486599719354987	true
165902892072150497442532050464583835900	true
55834905205582849894167144003123161105	true
320121330391538880747631953933636049560	false
203501468961702836751927274155161161053	other
228426374083869574289835770924944868963	partially false
322398515306217013068707611767979325075	true
119854572501256103021949330473558516431	partially false
141014671670367035124127475663661746096	other
5897919069674219553715137288142707545	false
148832475918001573446788751667410446396	partially false
250010888917280763402027641193104979244	other
234914447320333363348498339220413315079	true
185831553747074864568648308312369873583	partially false
211149056661321973340295310392715288275	false
216731662082457846858965475593790727125	partially false
26108250868377124843538829549317214695	true
174143607709671540943758091067431545747	other
306019443667925425774090865549587971005	other
281399759898937811952217290761054542063	other
276636478297642485712799006348928474203	partially false
15620225762599030713069429847024020801	true
265405875107666891812352990602690452684	true
249031249590150113839076921899876940411	other
60583868455018560532347937581721094120	partially false
233238683355028709590047045417625638315	partially false
164875171000985424656123266880071428516	other
200462467340069812815018096410325351061	true
43357230460473537121883896667477651973	false
181877206716057755313284221062440909872	partially false
333999431339739074662336249108933673377	partially false
65454706643708193448812530100053385914	partially false
110580932673915187547087205897128453203	true
249507186310423246082677620736850480607	true
35726767673806851858499389216096243775	true
188872301763252244735155553753014906341	true
180825809422023326749205504588279799909	other
199914976943636054569633459172588128699	true
112470713217503327828111653392019766469	true
75714273335803486870707476272699141063	true
189465790522995760499897345329877658227	true
136877672540866039935562506754237172175	partially false
157679702758490264555844801457701517025	partially false
229933014351484742609876974475903839503	false
290429119439888338646144751920853782689	true
307151533892901483648643944423164905471	other
78089270084190228148145667368349644781	partially false
236850591261589404854923733544255806987	partially false
202564613070145863529000448872806171501	partially false
264800977996672429377733770120049387899	partially false
322850768731777118990804548640813766979	true
269437094777859855526235773701930631244	true
4826262642585027064268759330381904252	partially false
305082578420036996653771172521784758070	true
327889840006369895762789388470637485543	partially false
227951125519453043775989194150339963930	partially false
97952794095319877808802203396527081908	true
138440276076835747782800561438517803392	other
226158234390039727489358333942747365218	true
172682222853544419301558447842241904950	true
81231553045874596244474538413006526699	true
113355174109674051055719252874831398915	true
105129503284257019346571062537632744153	false
113257422404404448187697421125243685611	true
226098503166928101579366560340343749135	false
152875386381361332907944761633108668287	true
338466453662145259191270437154360514455	partially false
255790380409837392988623679063015179300	true
189444909898518061700892032061369287955	partially false
295337553688260832046373096001561120206	false
241539950659389993784110406277708524347	partially false
307213843058518820455529477384913824169	true
25793309031685671413829796698252929814	false
138675248850509860949526610093702868912	true
122229483294928844621599015914563800884	partially false
179435152747220919361709033988170477960	partially false
519857488741237751843650574958672945	false
168082231285717284787590604033079660084	other
23668548203717988653082200102691652417	true
338194240429171837821224895361886554558	true
284457559143983387558726789291540457840	partially false
52805173419674617548158417719191824311	partially false
231632123079980171005333677438020655517	partially false
218910857940164763782025329110698806335	partially false
288960376836021847284203401866966127222	true
243197213639407098431871890339404078976	false
282845426951913260407644563977326060728	other
117663275889425976551030117856731698226	partially false
323077798596503297140118780198498651039	true
6599652432844345134359587636268008484	other
32290698902611132987502018405415492570	partially false
118335014210668826195212962301215679596	other
130454688452379039888351301139260987559	partially false
60223167635645978316907227702906027630	other
225761225397919572119243248130549004890	other
49117880361224822974898234009662197320	true
153938419299153068362313589730137047192	partially false
81456522420741344114984320164338358739	true
275563408579632033531911097561779132331	false
271885775039169941217846417707198029708	other
46055366457809845419297313543914580142	partially false
108862640924070894267862666722544232601	other
115477152052079584436021116195304879516	other
90396961368290957609462884369729058138	true
289194274798441297411826638961270551018	true
295161149459803861544499047384547156551	true
31526333871728023038920524991996913830	other
132941555494621431136463608983403025375	true
290603818694843055580043965034006534328	false
80267618262561564926597173071267011280	partially false
226133042788852825560927222478720705754	other
186468319544420269148128281112589098710	true
190614594104599449544624866088769874526	partially false
59172604166439513972360376371555856909	true
199768790578061317009182658849579033013	partially false
326671514276676367520590787901126271738	partially false
166710853374730181911697107193706171842	partially false
140473399847672697712248024445972944941	true
280303186199023045553056798566300443349	true
46528055277805466900511198774158857617	true
171116870300833280943692280698499737919	true
156634440165188607383603560524975088829	true
88698953480320817238715566642633202772	false
87448763487118211114213510310441399625	other
258810315475991821366436660942047394223	true
77075397988978064339599529296828868780	false
307181760563919341762295044660978896704	false
257224600313898494537618956968397182966	true
216951100434653711934824375027677351237	partially false
84637067928660119077532762666239802563	true
337046679907685199757090689358051673149	true
38056040435265022786313852701488768470	true
2273587750945679639086029673391855747	true
31223435998621822195608783513997002138	true
214771718672808553641293300477839797751	true
332029252002606105242789363894222980661	true
200591812085250448660444496687022553504	true
147194577403536386126502124419143484141	true
172725204388956939274363167554749497404	other
235514304645081986015645670958949722683	true
323232824456097877642429330334743158949	true
36036599484295005524699987115006439055	true
257283793264585430091174248288868740627	partially false
181776171653971281232679498341086884639	other
121268374887383727433159139174825700652	true
262974594639556235831174189902480285627	true
23449566086561061454458153938563580429	true
117143189235386571208507735825634239451	true
43803510027882166602613370024622253400	true
179957134392077596255234245184138900731	true
32649480617765272659152253012537483893	true
161023127295634729176533298010699613370	true
205913144382525292501547514806476797170	true
41183519597099367587643767554879484366	true
8763192251642145113254139436880519338	true
199891407840273220765295979593408465358	true
35097334457595402080502693848233676181	true
140706615353294340187256129925940587210	true
20844426404154833984067865143078351719	other
148727263868819966123170817979068312222	true
230086268386745250670143123404676464367	true
224660557576438683268100654599779510200	other
36570252281361431084124261358364492198	partially false
218551857775976356780709070668628574494	true
263114505531414303791785586406548215828	partially false
3028479271840617617637714748247650113	true
338625293913082082343892341639272241016	partially false
207826212350039483772944935207236011761	true
300647870900688744198621265127915881071	true
326441662820194383475388131882863837561	true
268370668370648255738660118533503945304	true
288876917494038596527249981433063494894	true
159175276289543842923715078380601247780	other
329248425970434586987123600788117578994	true
184079773754518429153174587664418931933	true
125477521943507214352145142125454832868	false
68945495994008539196171511634039040032	true
272658235764836449764380003294652943351	other
265053793271354102569578076773979945037	true
337329842699580300915600481601900922156	true
180628028931948671764090752641540963259	partially false
314293935470849751996728094165146829923	partially false
254172053131429149393140837627105343371	true
319949773570685690790917144392729638292	true
313504545446504736069610580521861619855	true
260297137620471377175155125632676289573	true
337864618343651181462830701883037240745	true
158632444722725395888152815684113872057	true
284526447952731111868534647897743252826	true
301325565766686385308273876017007793324	true
80987800685704129062070937467514192309	true
180764100240011065570831316146448364927	true
258005244636127011451033571563367702306	true
49638703529209033417026066433373292441	true
243444864429112759182029923714973412019	other
205138009495470707027148005016255904787	true
149641259706759832921997270759912607546	true
267860950489874138429741120283741488097	other
217660001030890063392569300988725544022	false
212898650654788846598089806629083729655	true
182731709068157625997034638532763258908	false
174150604354059945025318670536574693821	true
184519998621529118962014073463502723861	true
68892123898958173393740311512537889014	true
252517294563298138807623036396190080023	true
24344219167591250964656222017354846972	true
196752316744078652955574777373912372602	true
166043791354735587277406141730796234990	true
174665973219926192457495383593208019425	true
213849053812363584526502751166315743259	true
239337391144820599608413735279868749449	true
162275563216053023289719879253170901593	true
174443604534006121899597627844478357272	true
61323761999010139220286318939155228517	true
326301478215778777109732332945619136364	true
75764659884745117165288749870060790421	true
89243943631742039243839843335316297767	true
120934153702548786395740647825763957424	true
283899548878783417673018066072650768492	true
125728978820816086347251262105867078431	true
146875762745562153375243147238065372288	true
281605371309422949084306260368985031779	true
289535439558375674628494010753556240986	true
145415616364633085361608761283539967664	true
8772637043446317989906624299892776351	true
28561515612792127168021212422951312520	true
307384988730537202830153019019842191981	partially false
127009357762735600791851180485898386686	other
210503441525954263129476178197182825663	other
123434929823647002242066500330518325311	true
82371791301993633359657902051467520334	other
88992595120006181808580301868625504013	true
328882633528654456381238767974316020702	partially false
122286073100078548121868597338457532195	true
308479329863394697981520514877011478756	partially false
188400114705260793737092814606599394686	true
49502616749902706969724397347051491962	true
122196122531894442234664844195213258370	false
204862280233228919209371685435316794405	false
227895434246934226906719824485264657759	true
106327961760915852617404542513691152011	false
2115897196108502853822776676448533848	other
17742982538448250291582351327138076659	true
90379524223929603877040773169700635249	partially false
47352615852734682137765471562975835121	partially false
39089814778722780912608516108692327293	true
271588513686725890835292306161156102432	true
243860664657437129115243375517318764074	partially false
155162318731024885125315075182575857001	true
272550226107746940822145255262880376936	partially false
44552698923272633765331931773245091984	false
203655781341374058380057958672027257278	partially false
11574038183170737990271756777451485089	partially false
268382888379242065465215358900330032405	true
318773687242765777002562577675268584515	true
66220224251141740101074414944827436022	true
156767442211345646898723441924151360731	other
237542754828125217495988670821068686490	false
304835769788098776317768998422473332755	true
138077240217611324625299686163511147693	false
143131521995810020991003718039031950781	false
323498984092816741377831328790613693767	partially false
162163380081547921405937663713286753812	partially false
182242461509834261137362438601071045068	partially false
175682727938577327570026444780978361616	partially false
323848793341974455660445643700033735915	false
94216591127937230811006366293938298446	true
257582007347413851595881180649390966027	true
48130139620725308470447329384857503176	true
316281761148944453338682001018633537350	partially false
325319004916346934877291509512924943833	true
137122259927535493904716150166366117009	true
256022156144439375521147384621367172527	false
281483003869577413775635963346404519767	false
293530899562520902379817014000181673203	true
144335015352323140040064590453996495137	true
4246069377081890612236921346532887234	true
181144969905736999488633561890725845029	false
271365401191613905454099532388726242030	partially false
13863396326125996898942389521724964235	false
31454963731038004347028774602040422691	partially false
9760584251322343154879980817408811619	false
232807530237848800979888553354847446974	true
150333931854433329962693869137451312705	partially false
170386489009014447210636857799409847381	partially false
271200556774928242954472798159985504226	partially false
214186679327179569620029534188263536306	partially false
316760383988297589379190102770225647314	true
107058450799104328054189844319453474064	true
66652437025393751341725471806242230214	partially false
324869512618430956455658608946433351594	partially false
299074362055764562735182568545948987399	partially false
140726457597857267587934572155607181446	true
110709729161467250610742841942353150339	false
58860254526197656014709087064307479144	other
300197432427350970913546648510454594864	true
128650326129407756565017217296742467441	true
198930873535992678597826427569231667342	other
21197763390734956650681823598381431852	partially false
22883598473963018924938428321719197903	true
99159569760640467355769820499429206410	true
62334734961085415178240931788298385153	true
83762879024551058343731351820088030849	true
110227253059004939574245963336442729788	true
155806612754474089148296043590958056422	other
110714168274541579122318630866245828745	false
337654308993089772092659125212014956838	false
274092767212104833303891828559465658225	true
136520025406089811660511645109000843276	false
193515974468817230404670915936134013917	true
110822399338211793293151321772553974668	partially false
210898543724742870029444243349551213353	true
14390754013805147743717920169510618345	true
223963932067244870889550963132099585318	true
162709617429650756479021095428644777530	partially false
153227321253470514252352356787579327917	false
265930068220298902955849700588269926513	false
133996536032984857870178993458801369115	partially false
227483891431215517630648599755636228556	partially false
111988531133470929450309203477715504131	true
325922615428627862090063184221793126708	false
131654635991290132445828623654157008399	partially false
278812246073014102879250602230382527428	partially false
311989506752018109144968150823849310910	true
216863393111128437036197376065377012549	other
293230144468390790613323794352701054980	true
106661897367097985411022560344978077106	other
33111449036179445459438618664929500333	true
74737498504619662302592388050491050102	true
145324605478753317682946116358886697274	true
17224867221337172956561334914316934475	false
323227460357966615601120845837855078115	false
311948612255671523576073556784066715354	true
128863345738882322509866806946517318509	true
295463304992935294297818403250684845427	true
87159764578509623078730426643409990479	true
296533491377746473815629915299519581358	true
282612356305587401481032576869539515989	true
36961120108691268933287154914212697378	true
339508339309943535045458274696719815171	false
195100825245285286219043418990872527963	true
95258034832067562768356311872520937004	true
52451641498368556684630537978533941612	true
287042275702385462100797919757487225300	true
287854979474289843266535841161456417614	true
187739560558252213684619819087745175611	true
181643985326372854367182851926240682274	other
195911561860289086375541184893977926079	true
82486226558981673771368453396111560966	true
115861246182543293909142883694767979285	true
260665074861093710074256088143261859203	true
189357745512459151589092085470483763035	other
227620220416994031062220964600288594138	false
271167828579370701053625537035924976918	true
144644167692687688515446892522663734666	partially false
148545255890980277343142579506850954605	partially false
40692153950210569305073050918736631970	partially false
125838758628283677678081390959144195769	partially false
319312023022071125479384545152339222352	true
145533251062904936280435451998451162391	true
144941167475553439303720919245661619430	true
136142221139745287922844838666221256355	true
258294010895719042557948678144972655244	true
70777710312636365284863748950531163151	other
4750758311945238517505811878496450047	other
27333121006272228930550244716775908838	partially false
280519220456619474448172408250811491175	false
96021094076417930399640093674191308962	true
30834361431084899615763750339558042900	false
278856121892408593020034425765579473645	true
6656428993303221772121534512463142080	true
237063486396234138447969760475156405885	true
4526725346231716427189149750015118537	partially false
234149995099362696138745132441484596967	other
25189218998598738555640399175922836051	true
174807144234208790524871622651097169360	other
61018594834667479105623655503059870098	true
62841333233082662803035444952203425152	true
273318048335858300543190047509082750684	partially false
234731274915637640064753890140228067747	partially false
335500145991990906472673787922577910324	other
266458096915732106338301367990344886564	false
285628975215878921045098506932576408620	false
282119882302258498031836624049095603395	true
5633630228877696562569745302735628732	partially false
26701242192745840516657535823224035540	partially false
146391718080689961598676109682933186751	true
29424691320271920455295312410984385724	partially false
87622193867303506577663999907013450231	true
262937628980527286042655659948793418033	true
19740537106711392862788078474169532212	true
266086907834723128250081504057295440505	false
26448459653934151147821084374688112102	true
320379293428473938059843851069792859936	false
13245575709730387583215383357944391690	true
253886484532252373720468560041566645993	false
74468890951920551951630291730561107596	true
147575044263640448705296981827539520951	other
226286523808954494317699147543855854671	partially false
138479109015113776387811964986651898271	true
55125174276315764619221784966218263337	true
270077888906743054673881300019061126049	false
206921579192720402152220292846254137866	false
26464356958085668535128110139955868781	true
189700315351432315169761694613833047445	false
188373492569049166266633359075598402208	true
337277576050638215330059360481185892501	false
