id	language	text	task1
100	en	Level of perfection to be spoiled with chocolates when you are on your days  lt  lt	0
101	en	ariarancha Have fun very beautiful Have a great time on your days off Big kisses	0
102	en	aldanasecco Go bitch if you dont even show up on top of that you had to tell one	0
103	en	Someone explains to me what a bitch people do at the ATM that takes so long	0
104	en	midulcesed FeelsBeef Hahahaha I have a real job as an empowered woman Hello handsome	0
105	en	I dont know why but I love bubbles      I get excited like a child when I look at them	0
106	en	How that boys go to what they go and it is not like that it is something that each one of us can have the mentality that I want as long as it is not offensive you do not have to play hard because if you do not look like a whore get that out of your head If you feel like it and it goes according to your way of thinking	0
107	en	ramirorddhh You should look when the opposition marched against the crazy woman from the attic  That was massive  Do not make people line up thin so that it seems that they occupy several blocks hahaha	0
108	en	cavc  DiegoArcos You know well that I drive better than any Pimo man dear      that of      woman at the wheel does not apply to me	1
109	en	Why do they tweet things like women shouldnt comment on soccer or any other sport and blowjobs like that Give your opinion on where the egg  ovary swells but do it healthily and let others have an opinion as well	1
110	en	EnerioDima These are people who say very loud and clear so that they can be heard that women should not vote Starting from that level nothing can surprise me	1
111	en	henrymiller baradit Yes and Ill tell you another one at  I was saying that women have to be milked its so witty so subtle so ingenious ahh but its his kind of humor how could we not realize them fools who are easy to stick the pick in the eye baradit	1
112	en	In the book about women that I am reading I learned some things  In Argentina feminist women have existed since  and many of them were anarchists or socialists They asked for the right to vote and free marriage  Politics always hate women	0
113	en	SolVicman God I am afraid of a feminazi attack but according to me I am I think its flattering that someone looks at you because they find you attractive but everyone can think what they want	1
114	en	jazzbass gerardonoce UnodeJara ZassCometro Machisstometro  LaCrono You only needed to call me feminazi If you want to talk about books records and movies  Find someone who laughs thanks	0
115	en	TroliyamaShuu well since he used the word feminazi it was obvious	0
116	en	petrogustavo Thats how farc is they wont scrub us again	0
117	en	Hahaha DEDICATE YOUR TIME TO SCRUBING OTHERS  Wey that roe	0
118	en	Im going to scrub right now because after I repaint my nails I wont touch the sponge for a long time	0
119	en	edufeiok death to the male The dream of every tomboy	0
120	en	No it is not true At what point has she become a stupid and spoiled child	0
121	en	The typical Mortal Combo to catch and throw the first thing you have on hand  Woman you had to be  FrasesMachistas	1
122	en	IndignadoChubut  ArielCARP Gatosylvestre Hahahahahahahahaha I ejaculate a lot of semen hahahahahahahaha great argument Semeeeeen hahaha clamssss hahaha feminists are all lesbians  Oh yeah why not	0
123	en	VamosLaU Sanhueza you will always be a spicy and dirty CTM slut to play with	1
124	en	He lowers his gaze suddenly seems to HATH being treated like a child     a small to   A what is best arranged by Eri has   Voy to by him   l Dont worry He nods and runs as best he can towards his friends house Like Leo Chichan also seems to think	0
125	en	You are misplaced You cant dress like that	1
126	en	As a chab n they think they have the right to do such and such just because of how you dress or are made up  and its your fault because you look like a whore or I thought you wanted to   incredible but totally true Very good cap from RizhomaHotel	1
127	en	RizhomaHotel YOU SEEM A BITCH WHY YOU STOPPING HERE IF YOU COME TO WORK YOU WOULD HAVE STAYED AT THE DOOR	1
128	en	DeluxeSaturday Get that crazy woman off the set arrogant arrogant and vindictive	0
129	en	The UKs Latest Crazy Idea A Brexit Without Brexit	0
130	en	I am not really a macho but women should not drive or vote	1
131	en	marisabelm fabriciocorread You have to admire love and respect women what is wrong with exposing their beauty  I would say that in those contests they should be mixed that they also include men women too n they like to look and admire	0
132	en	Women must be protected loved cared for caressed complimented  etc  etc  etc And MAN too let us not forget that they also suffer HeDicho Ana	0
133	en	It only bothers me or someone else when a man says To me my father taught me that women have to be respected I wonder they didnt have mothers did they	0
134	en	I do nt hate women I dont hate Americans If I hate this motherfucker bitch and all poachers I am not a murderer But seeing these images I reconsider my position      Catch her	0
135	en	shipperApril SoraShipper Ayumi  went to the kitchen to prepare the dishes for breakfast	0
136	en	I have a dream so horny enough Im going to wash and then I go to bed at last aAaAaAaAaAaAaAAAAAAAAAAAAAa	0
137	en	xblessiax Look at a three to a quarter girl who thinks she is a feminist Learn first to define a woman without falling into misogynistic stereotypes and then you come and tell me The one who has to read here about socialization is you The socializaicon and the gender IS IMPOSED and if it imposes on the genitals	0
138	en	They become feminists and then they go around asking for Nahirs videos The green handkerchief and violet heart can be put in the ortho hypocrites	1
139	en	malepichot Every time feminists do more harm to feminism	1
140	en	Nobody wants to represent you madness find a manager for that your cheap feminism does not fit me either  and find out a little before speaking because the original feminists also fought for safe and free legal abortion   tcoRWiMoeH	0
141	en	Stay with whoever wants to see you even if you are in your days	0
142	en	MauricioMagus Its the fox I was between dori dori and kimi no soba de but uffff so good	0
143	en	Im crying I just saw a video on fb of how a woman throws a puppy down the drain why are there people like that And it is that on top of that they are recorded doing it Dogs are a thousand times better than humans they are beings of pure love they do not deserve any of this	0
144	en	Chapter  of the third season of Merl  without a doubt the best of all Look crying like a little girl and not being able to stop The feelings a thousand god	0
145	en	JOOOOO THAT GUAYYYYYY Im like a little girl who loves balloons	0
146	en	A girlfriend is like a girl take care of her allow her and above all give her a lot of love	1
147	en	for the first time in my life I am going to see paintings by Monet and I feel like a girl when they tell her that she is going to Disneyland	0
148	en	My mind Sary please stop talking so badly to Melo for Gods sake  be cute once in your fucking life with someone  Melo does something  Me CRAZY PINCH OF THE PUSSY I SHIT ALL MY HAIR FUCK SOS A BOLUDA BOLLERA YOU HAVE TO BE ITS THAT PAYASA YOU ARE CARA ESCOBA WHAT THE FUCK	0
149	en	At this moment I could iron my hair put on the mask paint my nails or walk on the treadmill but no Im done watching Netflix enough excuses I was not born to be a woman	0
150	en	NTN The only thing missing the abito of a nun Here already almost some women come out with shorts so short that parts of the buttocks are noticeable if someone looks at them for obvious reasons the pervert the prude is the one who looks at him or the one who makes the observation	1
151	en	There is no need to lessen the effort of a woman behind the wheel most women drive better than many men But answering the question if not a  Its a	0
152	en	GabyPac adriangalarcep kathpolo Jazzyplus SomosElComercio francooA elcomercioperu For the simple fact that clothing does not rule the humanity of each one Simple as that If it were for history women shouldnt wear pants CLOTHING IS JUST THAT LADY CLOTHING Have a reflective Sunday and a lot of love for your neighbor	1
153	en	Hahahahaha your man chatter is new The net if you screwed up you generalize when you say that women should not have an opinion about football and to support it you only say that you do not know someone who knows deeply about football But there are many who know a lot about that sport	1
154	en	Women must be chosen beautiful and slender they are in charge of becoming fat and ugly	1
155	en	It would never occur to me to justify it I warn of a danger to which some feminists who use the movement to make politics are leading women  Men who are so cowardly and wicked as to rape a woman must be condemned not all men per se	0
156	en	That good That kalipolis blocked me Because so much machismo and so much hatred of women that he has he couldnt take it anymore Every day is worse I dont know how he writes books and for a journal Hopefully it evolves	0
157	en	silvia You are stupid start scrubbing go	1
158	en	No to Gender Violence neither physical nor psychological Glasses stupid brute you had to be a woman its Violence	1
159	en	Well I just had an argument with my aunt and I almost threw myself out of the car because she kept making sexist comments like you had to be a woman because according to her she has made an average of the people she crosses and they carry out infractions and women drive worse wheeze	1
160	en	Those who knew her remembered her as a very strong woman short cheerful and lively she married Jos    Cordero she would have  children although only  males survived She sold asparagus Tagarnine cabrillas that her husband and children collected in the fields	0
161	en	Like a woman like a lady	0
162	en	I just lost words Im crying like a little girl	0
163	en	MikaMeow Of course that is that in addition the necklines are so pronounced that as long as you have a chest you have that you look like a rotunda whore Now since you dont have a chest its super fine and elegant	1
164	en	Living la vida la loca del bebito	0
165	en	Stop being prudish successfull	0
166	en	viral A woman miraculously came out alive from an attack when a subject approached her car and shot her three times in broad daylight	0
167	en	The shocking video of a woman behind the wheel who emerges miraculously unscathed from an assassination attempt	0
168	en	The shocking video of a woman behind the wheel who emerges miraculously unscathed from an assassination attempt	0
169	en	SHOCKING VIDEO A woman behind the wheel miraculously unscathed from an assassination attempt	0
170	en	SHOCKING VIDEO A woman behind the wheel miraculously unscathed from an assassination attempt	0
171	en	If women have to be flogged until they bleed  with animals they have even been benevolent  You have to hit them a little more  just enough What the hell are all these miserable sons of bitches	1
172	en	I am fighting with a macho for the phrase death to the male I enter his profile and use the word feminazi I already understood everything	0
173	en	Now go to the kitchen Maam	1
174	en	LauraMartinezTu You should have gone to the kitchen for a banana with Nutella it solves everything	0
175	en	I do not know how the girl endured hours cleaning with that if I did not even get to scrub half the kitchen before feeling sick And by this what I mean is dont be like me and read the label Passing chemistry in ESO would have also served me well	0
176	en	I always thought when I was little about going to karate for that of personal defense but it coincided that there was a classmate as well the typical tomboyish tomboy on top because if she doesnt get to be I would have stuck to the end	0
177	en	DaniYellow  Eduin  Iparbiotz  erikvina The tomboy is leaving me and passing by	0
178	en	Work they have come super climbs to the store and my boss has called me to give them the money and they will leave they have left but the girl has started yelling at me at the door of everything that if it was a shit that was going to call the bosses to fire me	0
179	en	AnabellaGaleano Being a fox does not mean being prepaid  Of course there is a difference because the prepaid woman wins and the fox gives it away like you Bitch Dont forget your new profession	1
180	en	I love how they are outraged that we appear alive and that they spend money looking for us how they are going to spend money and appear alive at least die bitch sure she left with a boyfriend and had an abortion eight times in a day she pays what was spent that no yes How much is it but pay it	0
181	en	It makes me angry to watch TV because in any movie  series I hear shit like babe you do whatever like a girl and any macho shit that two years ago I saw normal	1
182	en	Because you look like a whore	1
183	en	CerseiWapa PrinTriana chocoqueen Oops my aunt caught me doing my makeup secretly in an elevator and she told me      Come on you look like a midget whore and she took me with her to teach me how to put on makeup because we went out picture	0
184	en	Man I swear that even if I dont have something in my life that makes me happy all day seeing them like this makes me happy CALL ME CRAZY I dont dispute it but how happy they are and I am	0
185	en	aelb ManueCorra SilvRega RosyBarr Lenin caanmichelena The sheep prefer to live in their world with the Crazy Woman from the Attic sandwiches and corruption	0
186	en	malepichot This confusion is due to the fact of joining as a woman but not to be a woman Feminism does not claim femininity the fourth The right to life gives the obligation to respect or protect it and life begins at conception Greetings	0
187	en	nono hahahah hes a boy and hes getting hormones to be a girl In fact I already treat her as her and she changes with us in the locker room the teacher understood perfectly	0
188	en	NightCat  FEDEX  Feloxsel On if you are normal size for a girl	0
189	en	They inform fede that I was not born to be a fitness girl	0
190	en	A woman behind the wheel miraculously unscathed from an assassination attempt	0
191	en	A woman behind the wheel is miraculously unscathed from an assassination attempt	0
192	en	A woman behind the wheel is miraculously unscathed from an assassination attempt	0
193	en	A woman behind the wheel is miraculously unscathed from an assassination attempt	0
194	en	A woman miraculously emerged alive from an attack when a subject approached her car and shot her three times in broad daylight	0
195	en	SHOCKING VIDEO A woman behind the wheel miraculously unscathed from an assassination attempt Read more at	0
196	en	Women have to be told all that they already know but that they love to be reminded of them every day	1
197	en	belbv LANACION So simple however the hatred of women won over them and they published this	0
198	en	Todays women believe that we men are assholes when you were going we were back	1
199	en	Florentinos next signing La nenaza Ney FlorentinoDimision	1
200	en	Rossana Have you ever heard the phrase that says M tameCami n Well that was Fatmas face when she introduced the lizard to her current boyfriend XD FatmagulES	0
201	en	Now that my friend has accepted herself as a lesbi she wants me to recommend her to my friends I got lizard be lolo	0
202	en	Admittedly it is much calmer here than inside but always being alone is not good  After that mini break go back inside to the kitchen Oh yeah  Have you eaten yet	0
203	en	Good  gt entered the kitchen  lt	0
204	en	Im going to put more than half of the waiters in the place where I work to wash dishes to see if they want to leave all the shit in the middle	0
205	en	I was a few months going to kendo classes because like anyone with a minimum of sensitivity and values I had proposed to be samurai     tcoDAJEMqwe via VanityFairSpain carmenpacheco	0
206	en	Cousin I got a  on the English test   Cousin I still knew I was going to pass because the test was easier than me     Cousin JAJAJJAJAJAJAJAJA   Cousin I am a bitch What a bitch	1
207	en	It makes me happy that a girl has so much selfesteem to put a nude profile picture and that people of the same sex come to download you for having that freedom I cant believe how one woman criticizes another It is so nice to take care of ourselves why do you continue with this	0
208	en	telefe How strange that Flor Pe    a feminist has not come out to ask for the TV program to be removed since it shows her as a woman abused by her husband and above all that she loved to play that role in the series   and	0
209	en	Rilany da Silva I feel like a girl who has just received the gift she always wanted I am very happy and grateful for this step It is a dream come true  SomosAtletiFemenino WelcomeRilany	0
210	en	Big people have rotten me and their shitty comments you are fatter eat less lose weight oh those clothes are ugly you look like a whore go to your mothers shell Those comments hurt If you want to be respected respect yourself first	1
211	en	Madrekoraje PhilAMellows CasosAislados All men have to be afraid of running into a crazy pussy who will invent whatever they want and just because they have daddy we have to believe her	1
212	en	CandeeJorqueera The crazy woman	0
213	en	missandieftw Harass whore  to be a woman  Pussy and you have arms and eyes Pussy and you coordinate them  mother of love beautiful as the patio is                   WTF	0
214	en	ADVERTISING  plastideleste  The main concept of plastics from the east is that to be a woman a housewife a mother a worker a student and everything that characterizes women	0
215	en	Nobody knows the strength it takes every day to be a woman	0
216	en	I am very happy to dislike that lady That shows me that I dont win over people by being a hypocrite a prudish and a dead fly	0
217	en	StradivariusGay  LaGringaDel bylalau That does not mean to justify everything they did to women throughout history I always believed that women should be judged on their abilities not on the fact that they are women I know women who are very intelligent	0
218	en	Women must be told that they are pretty precious Not that they are good they are women not food	0
219	en	Lord take away what is faithful kind and loving Make me a womanizer drunk and stoner This is how women today like them Damn life	1
220	en	MechiiLC davidallegre You almost stopped to applaud him lizard who tells me that he is going to see the little pony and ends up going to see Jurassic World Weputa llolona	0
221	en	StaryenDJ High old feminazi	1
222	en	ClaudiaLopez Mr tomboy the president is Santos claim your friend Juanma there	0
223	en	You just went on my list of the most hated Edith Roman Barbarita is a big woman What do you care if she is a Heretic or not Pelado unfortunate can not be more little man and mamon They will not get away with it Barbara is strong Old damn Mercedes no Its tomboy Who is Mercedes	0
224	en	Lie he said tomboy what a horror Who is Mercedes	0
225	en	Euskaldun BarbarieAbsolut Either way the comment is xenophobic and fascist And everyone in your house who spoke the language that came out of the balls or is it going to be this little girl who tells people how to talk In the same way that she talks Because we would be but well screwed if it were like that	0
226	en	Laurabus Thanks for showing us that you can always Beautiful interview in Woman you had to be with Mercedes Mart  and Vanesa Dur n	0
227	en	I think they miss the point   The goal of feminism is to seek gender equity not to attack men in general In time the feminists are going to be the most violent discriminative and offensive	0
228	en	Terrible sexual harassment lets hope that feminists manage to create a foundation capable of protecting them antiacosodeventanas	0
229	en	How ugly to walk in your days and to be caught by the sneeze	0
230	en	It is enough to think of people who did not contribute anything in your days	0
231	en	Why does everyone look at me funny when I say that I want a bitch It wouldnt be great to have one of those either especially because I love its orange fur	0
232	en	Here we can see how a woman gets angry because her son was taught REALITY	0
233	en	Im a pseudo of being nominated for president of the platform affected by the crazy woman with the pussy	0
234	en	so much so that we were all denying the idea that some roles and stereotypes make us women that that pigeonholes us too much and that nothing we do has gender and NOW they are based on that to define themselves they follow that to be a woman as if it were the real thing and the only one that constitutes us  pf	0
235	en	Lets see xcaliburme you who are a pretentious and prudish brewer I challenge you to the following	0
236	en	katherinecorvb Maricona Frontal is different now that you only dare to write things on twitter is your problem maybe you are the queer and I mean coward La Pame is frontal she does not mince words and is not a prude who wants to look good with everyone	0
237	en	You have to be a Mongolian for an official account to post this tweet  Go fabric  A lot of feminism but to which they can around the neck making fun of a woman   fCLMHcISd	1
238	en	berlavallen What a character  I forgot to add the little phone call with his wife at the wheel with the phone to her ear	0
239	en	I am used to reading your dreams affirms the woman at the wheel  I know your most secret desires	0
240	en	CuriosidadesMetroGas The first woman behind the wheel of a car was Bertha Benz wife of Karl Benz founder of Mercedes Benz in	0
241	en	femmva Surrogacy is for the rich and those who gestate are poor and do so for money and no one risks their lives to give a child to other people it is only for money and women shouldnt lend themselves to it	0
242	en	Women should not wear makeup They are pretty just because they exist	0
243	en	Thats where my next point comes from I repeat that we so stain the name of freedom of expression that we believe that all opinions are valid and respectable when they are not Imagine I say women should not work they are only good for giving birth Is that respectable just because	1
244	en	LoPutoGamer False He only criticizes extreme feminism In fact I refer to nontotalitarian feminists like Erin Prizzey It is extreme feminism that truly inspires hatred in women	1
245	en	I will never understand women today	1
246	en	Do not be ignorant lizard you contributed to this disaster very lame interviewing criminals and supporting the false Nobel to implement a peace of paper DESCARADA you prepaid journalists are a shame for the country have dignity do not be HIP   CRITA its your fault	0
247	en	Anita the fat lizard does not swallow the Latin drug	0
248	en	dalmaradona  emacabj I dont think I see them all like that I hope I see him well but I never believe next to the tomboy who handles him the way he wants and handles the phones	0
249	en	Man its the fucking end of the world and there is the boy demanding from another turkey not to start the submarine until the other girl shows up because apparently he cant swim in the direction of the others They make me nervous   Because now they are going to look for her and they are going to die	0
250	en	Oasica Cooperativa TVN Envious bad milk You had to be a woman She makes it great Dichsyo festival	1
251	en	rmys So appropriating the terms we feminists use huh  WRITE IT	0
252	en	There is a tweet on my tl giving fav to those  who say I do not see feminists doing x things or when they throw shit at feminists and she defines herself as a feminist Friend rethink existence block  unblock with your being	1
253	en	A female police officer told him everything that happened to Daniel and he told him      Too good      Guy Im worth the fuck I wont take you on the plane bitch	1
254	en	Watch a yearold girl battling cancer fulfill her dream at sea	0
255	en	Im the crazy JK crazy  ah his abs   BTStwt	0
256	en	Transactivists say that to be a woman you need nothing more than to say that you are a woman From now on I will say that I am a fiat  exhaust pipe and I want everyone to respect me as such	0
257	en	One day they told me that it was very direct to be a woman and you know yes I am but I dont regret it if I want something I dont just say it I show it and I give everything And what I am very calm about is that I will never be known for giving half love	1
258	en	MiMel  MisterRed JyuriaDunkel Maya is tall for a girl and her age Mike is short for a boy c	1
