id	language	text	task1
1330	en	I am not surprised she agrees with Brandon Lewis she probably told him what to say Would this lightweight chairperson really start an internecine battle in the Tory Party without prior agreement from the PM Do me a favour  	0
1364	en	A question should Tom Watson or any other labour MP be taking funding from a reported racistfacist       	0
1365	en	  Its ok to be white	0
1393	en	  thanks for ruining a beloved song from  The Sound of Music  by using that extremely creepy electronic version in your commercial  Shame on you	0
1400	en	This is outrageous But sadly this kind of corruption is what weve gotten used to with our current administration  	0
1421	en	      NO Thank You Selling out Americans Selling US jobs at all levels to ONE country Stealing visas from other eligible nations   the US gets our own countrymen back to work  boost our economy   HB HB	1
1479	en	Orthodox Church attacked in hate crime against Christians  The Church of Michael the Archangel in Grozny was attacked by  armed jihadists this evening service Worshippers and law enforcement officers killed 	0
1484	en	Imran Khan set to appoint Pakistan s own Dr Strangelove as his defence minister 	0
1493	en	    He looks like a lier And sure he did	0
1510	en	      Have no idea what your texting about	0
1565	en	  When I worked at walmart I would say what she said Or if they complained I would be like well you can come to my apartment to hang to see how poor I am working here They would actually panic	0
1598	en	  Do you know your dragon JordanWake up Jordan Peterson   	0
1599	en	And what is your message to our own CITIZENS our veterans our children and those living below the poverty line in California    	1
1629	en	NRC in Odisha but whats the homework  	0
1638	en	Set and match   	0
1641	en	  Its just a drill and nobody was badly hurt I heard	0
1665	en	 	0
1684	en	 what you sow you deluded leftie pricks what you going to do when the raping and gromming begins ask the EU for help	0
1690	en	Are you a Pacific student wondering what it d be like to work in policy Head along to the roadshow and apply for the internship Wish this kind of thing existed when I was a student 	0
1700	en	  Petrov	0
1711	en	  is a complete joke If you see this guy outGET IN HIS FACE CONFRONT HIM MAKE A CONVERSATION with him MAKE HIM ANSWER Let him know where you stand 	0
1763	en	    United Methodists Dismiss Complaint Against Jeff Sessions Over Using Bible to Defend Family Separation     	0
1896	en	To help them go home 	0
1899	en	  	0
1919	en	Not according to the holes in Denmark  	0
1920	en	Ferrari Crashes After New CEO Throws Marchionne Under The Bus  	0
1970	en	A Catholic lay worker a psychiatrist a peace advocate and a social worker are among s winners of the prestigious award                     	0
1991	en	  PS Why do you not pay unemployed people who do endless hours of voluntary work they do that to give something to the community	0
1999	en	Good Morning Canada  We will not let anyone harm you	0
2019	en	BitCoin Crash  	0
2073	en	  Confirm Kavanaugh      	0
2105	en	First we rip children from their families then we fail to protect them from heinous abuse We are complicit in the lifelong trauma of hundreds of children and families and it is a source of deep and lasting shame on our country    	0
2134	en	A great readcheck it out this 	0
2139	en	  He can retire	0
2146	en	Sebastian Gorka Launches Emotional Tirade Against Col Macgregor For Questioning Syria Strikes 	0
2160	en	Afghanistan The State of Aid and Poverty in  A new look at aid effectiveness in Afghanistan 	0
2181	en	 America Still Had God  via    beneath the cross of Jesuswhat would wash away my sin Jesus Blood	0
2189	en	Mnangagwa inauguration date still up in the air   Nehanda Radio   	0
2211	en	Read me and   on the intraPalestinian feud that threatens longterm relief in Gaza 	0
2212	en	By their actions you shall know them      	0
2215	en	Anything to change our culture 	0
2231	en	                                  Please follow back  	1
2235	en	Canara Bank Revises FD Interest Rates What SBI HDFC Bank ICICI Bank Pay  via  	0
2266	en	Fier op mijn jongste dochter Woensdag maken we  jonge leeuwen voor A pse verkiezingen bekend   	0
2296	en	Broward County Prison for Profit on premo Real Estate the Intracoastal Waterway is being PROTESTED Whos profitings besides   amp     	0
2363	en	These are kids their little minds not made to grasp the diabolic forces at work using them as props Thank God its all going to end soon 	0
2365	en	Marchionnes hometown proud of ailing former Fiat Chrysler CEO 	0
2393	en	Nothing to discuss here Save the kids 	0
2413	en	Secondhand smoke exposure accounts for thousands of stillbirths in developing countries 	0
2438	en	  Dan WAY too tough to choose between all the lying deceitful corrupt losers representing Dems  some GOP The list is long  disgusting Embarrassing that we pay these lying losers large salaries to corrupt our democracy       	1
2458	en	UK MPs probe unpublished UN  sexforfood  findings report 	0
2463	en	  Seriously Amy and Cindy are BFFs I know that for sure Hmm mmm	0
2492	en	This is a seriously good idea 	0
2507	en	Tajikistani Charged With Beating New York University Professor To Death    Another animal	0
2534	en	Boy  fights for his life after being stabbed on London street 	0
2540	en	  I am not forcing anyone I am just putting out my view People believe it or not is their prerogativeEven if a single person agree with me it is ok with me Thanks	0
2587	en	Im over here looking at these   turidinero did of me while cocreative directing  	0
2594	en	US Senate Calls On Julian Assange To Testify  	0
2597	en	Perus shoestring circuses struggle to survive 	0
2610	en	Tell him no one cares what the American people think at this point 	0
2645	en	Another liberal wasteland on the road to hell  I wouldnt mind so much if it werent the city of our nations founding 	0
2650	en	 If this is your definition of journalism then don t be suprised when people call you a racially obsessed tabloid with no ethics    	0
2724	en	Hey I wouldnt mind a  week paid vacation 	0
2728	en	Pompeo at UN Says North Korean Leader Must Keep Vow to Denuclearize  	0
2747	en	  Not a racist poster close your eyes next time you weight on a GP or NHS Housing appointments	0
2773	en	North Korea reportedly launches ballistic missile 	0
2782	en	It is absolutely terrifying from a public health standpoint to think about the numbers of kids experiencing sudden and prolonged separation he says   	0
2783	en	This is horrendous 	0
2791	en	The recent US strike in syria in der el zour 	0
2816	en	This is what the Left wants more of in America 	0
2831	en	And In The End   Won    	0
2873	en	The Management of CEMENCO in consultation with the Ministry of Commerce has announced a new measure aim at providing affordable and quality cement to the people of Liberia	0
2884	en	Counting the Omer of your Life  Passion For Truth Ministries  via  	0
2907	en	to hell with the    	1
2941	en	When someone needs help filling out   paperwork call     	0
2943	en	ARE YOU CRAZY Those ppl create chaos wherever they go   	1
2958	en	  Lekin hum toh inhen jaantey nahi 	0
2967	en	FDA Acquiring  Fresh  Aborted Baby Parts to Make Mice With Human Immune Systems 	0
2983	en	Philippines  Christians are facing starvation as they continue to hide from jihadists  An estimate  remain 	0
3000	en	  This is disgusting practice make sure Huntleigh USA rehires these women  	0
3001	en	UK Labour Party is right to drop racist IHRA guidelines of antiSemitism   Mondoweiss 	0
3005	en	  Thats normal  USA has colonies like Puerto Rico for example or Germany but they also occupy Hawaii  which the call  state This is old slavery mentalty	0
3034	en	Why  s   industry isnt milking the growing demand 	0
3047	en	 s account has been withheld in France based on local laws Learn more	0
3048	en	This is what the     wants in every American community 	0
3066	en	Large areas have been evacuated and people were moved to shelters to wait for the waters to subside 	0
3096	en	Ryan Putin Does Not Share Our Interests Values 	0
3113	en	Fundraising eventsIt is very disturbing and wrong to spread rumours about fundraising events organized for 	0
3122	en	Philadelphia will issue municipal ID cards starting next year  Philly 	0
3130	en	      Theyre death throes The louder they get the closer they are to the end of the Dsocialist rd world dumbsht party The do as I say not as I do party Motto Commies R US      	1
3131	en	Emergency services rushed to the scene yesterday 	0
3141	en	Russia Liquidates Its US Treasury Holdings  Zero Hedge    No surprise here	0
3149	en	Giddy Up   Friday Night Document Surprise from Office of Inspector General   	0
3172	en	The budget of the armys in several countries of the region will say who is able to react Its only important if USA or Russia are involved if an adventure goes in a new round which undertakes us 	0
3209	en	   Stay well clear of Scottish power if you want to get your meter changed  months waiting  months of being ignored not good	0
3224	en	What kind of goons and buffoons stop a magazine launch       	0
3237	en	Irans revelutiongards advise the Persian army to do evrything to close the Street of Hormus if USA like to attack 	0
3247	en	The Stock Market s Achilles Heel 	0
3253	en	Remittances to Caribbean islands reached record high in    World Bank 	0
3277	en	Highly regarded Army veteran faces deportation   	0
3278	en	Doctor Punished for Giving Vaccine Exemptions to Children with High Risk of Vaccine Brain Damage 	0
3292	en	Disability justice welcomes people who haven t been able to participate It affirms that disabled bodies aren t a detriment to the world They re an asset         	0
3352	en	Good Morning Canada  One of the most beautiful qualities of true friendship is to understand and to be understood	0
3360	en	        prescription  Tax the rich those bastards who dont pay their 	0
3366	en	The silver hair accesory on the back of the shimada katsura wig a silver  wings  at the base of a Geiko s topknot are called nemaki  tied at the root and they symbolize that a   still lives in and is dependent on her okiya       	0
3375	en	So discusting Lock him up Dont release him he will only come back 	1
3383	en	  you should be ashamed that these companies pay no tax yet   will bankrupt normal people of a few  pounds time for change 	0
3412	en	    alumna Elizabeth Vilchis is not only the first in her family to attend college but she also started latinoTech to strengthen Latino leadership in the   world  	0
3423	en	Names of five teenage killers are made public    	0
3457	en	  the planets existence depends on stopping the warming of the South Antarctic Ocean which has absorbs so much heat from fossil fuel emission its killing over  marine species a year and what happens as that works it way up the food ch	0
3474	en	  You mean its not true	0
3503	en	nice writeup on   of Tuan Ho   and   	0
3511	en	I promise you Everybody plays the lottery Uh no Only the innumerant It is going to be VERY hard for the   to cover this woman She tosses out lunacies not often seen in state wide candidates Abt  fringe positions in this one stop     	0
3527	en	These savages invade Our Country disrupt cities turn many into shitholes like where they came from and WE THE PEOPLE are paying for this SHIT  How about taking or Our OWN Citizens Veterans and other AMERICANS in need  To HELL with these ungrateful idiots   	1
3535	en	Interesting read from our Chief Economist on how   enhances US economic growth Learn more here    	0
3551	en	  Brazil is a shthole This is the same place where they beheaded a referee during a soccer game then proceeded to cut his body to pieces IN THE STADIUM This is a normal occurrence in Brazil yet the Left says if we dont have open borde	1
3553	en	  beat up teachers and students merely got exercising their freedom of expression ABVP DUSU President brought GUNS into DUSU And like true goons wont let   launch a magazine     	0
3574	en	Here comes your third world cultural enrichment           Nuremberg               	1
3620	en	  Madman why didnt u raise these issues before ur corrupt Babu was picked up for serious charges	0
3640	en	Hey promoters and defenders of Sanctuary cities is this okay with you  What If this had been YOUR child You socialists whiteguilts  are so concerned about being pc and that you ve allowed these horrific atrocities  	0
3653	en	American Chiropractic Association Members Advocate for Veterans Health Student Debt Relief 	0
3660	en	  Alabama aint called part of The Bible Belt for nothing yrs ago they would have  her yrs ago shed been  at the Hey that is progress in the right direction although glacier like	0
3663	en	US Navy Seal which killed Osama wrote a book It tells how this specialforces work today 	0
3672	en	what a fking political muppet 	0
3678	en	Former View host Candace Cameron Bure wants another Republican on the panel 	0
3694	en	Meghan Markle s sister told to back off as she prepares to release explosive book 	0
3695	en	We want the world to give us justice and make it possible for us to go backThe fact that we had to flee we want justice for that We ask for justice from the leaders of the entire world	0
3696	en	          So you cant stand your own kind either you gotta breed with something else	0
3711	en	From our client Army veteran Miguel Perez to Olivia Seguras family  to Alejandras family this administration has demonstrated its absolute disdain for veterans and their families         	0
3719	en	Welcome to Germany and you get three weeks paid vacations INCLUDING airfare BACK to the very countries that claim they are fleeing because it is unsafe 	0
3743	en	  I love it Thank you  	0
3763	en	Will never spend one more dime using        rather go by balloon than United Socialist Airlines  think they would fly combat VETs for free coming home from War 	0
3773	en	      The arms industry is king It would be great if it was limited to the domestic market only 	0
3787	en	Clint Eastwood Casts American Real Life Heroes in Next Film   	0
3808	en	Long line of people accepting the Lord at CCC  Praise God 	0
3822	en	The Plague of OneDimensional Analysis  	0
3843	en	Main stream media doesn t want you to know 	0
3860	en	                                     	1
3875	en	Credit card boy Ian Duncan Smith and other Politicians should be forced to pay their dues mind u its not tax credits cuts thats for us	0
3889	en	  teacher leaders are working to expand opportunities for English learners in California Read more here 	0
3898	en	  Sieg Heil David Hogg  Your profanity encrusted interview was ridiculous shame on you for making fun of people  Youre nothing but a big bully  Wait until youve REALLY had life smack you in the face then well all have a chat   	0
3914	en	World Bank ease of doing business ranking jump by India to th spot would have been greater here s why 	0
3926	en	Compared to Australians who speak English at home the rate of university participation is significantly higher for nearly all groups who speak another language 	0
3936	en	    stop w we have to worry about the children No we do notmany R yrs old Go home and make your country better or enter ours legally   we cant afford them	1
3956	en	Today is just wracked with sadness Im sorry	0
3968	en	No matter how appealing   remedies may seem they are not in fact a sustainable solution in a just society The collateral damage is unacceptable   	0
4021	en	Dems want more of this 	0
4099	en	  Rumour floating aroundgoons of LaluNitish have warned people to stay away from voting	0
4119	en	DA just dont want to accept that the days of whities running SA are over especially arrogant gloating whities 	0
4124	en	  Boner killer Hardly I m sure you ve heard the joke about the best part of having sex with a preggo	0
4151	en	Rummage sale to benefit Jewish ALS patients 	0
4157	en	Which means its six years since I cried in   watching it on the treadmill  	0
4161	en	  I hope you are not offering them a choice To hell with the    	1
4194	en	Keep informed 	0
4235	en	 	0
4237	en	Observers dismiss   s new inquiry into   as political gimmick  via  	0
4239	en	Police Arrest Antifa Member with Cache of BombMaking Materials Guns Manifesto 	0
4248	en	How did you get time off school 	0
4249	en	Torys true colours shining through as he rehires altright talking campaign manager Nick Kouvalis 	0
4269	en	Fine thats Barcelona off the list of cities to visit Good luck to themtheyll need it 	0
4328	en	MSM agreement includes covering for HRC 	0
4382	en	 year old boy wasnt satisfied by an  old prostitute and called the police in Germany He said he was  but pays not more than    	0
4393	en	Children whose parents were either deported or forcibly separated from them experienced housing instability academic withdrawal and family dissolution according to researchers 	0
4402	en	Wear Orange  May    Potter House Worship Center Harrisburg VirginiaWe want to draw awareness to what 	0
4403	en	Ill just leave this here  	0
4409	en	      	0
4428	en	HUGE Judicial Watch gets new Steele FBI docs  	0
4435	en	  Boy George must have been at Nottty Ash and seen Ken Dodd or is it a head of ST Patricks Day Celebrations Sunglasses next	0
4449	en	Where are they hoping to go We will stay here until we can get to Britain I was told In London they will give you a home here they just let you sleep in a park I will make friends there and find a girlfriend  via  	0
4469	en	When theres no penalty for running a racist campaign the far right will continue to play a role in Canadian politics John Tory should be ashamed for hiring someone who thrives on divisive politics   	0
4484	en	They deserve what they get  	0
4500	en	Please tell me why the bitch next to me in the piercing line is so judgmental about everyone she fucking sees SHUT THE FUCK UP	1
4501	en	    Bitch shut the fuck up	1
4502	en	  Dear cunt please shut the fuck up	1
4503	en	RT   Pls shut the fuck up bitch	1
4504	en	RT   when u gonna get your license SHUT THE FUCK UP BITCH I AINT GOT TIME DAMN GET OFF MY DICK	1
4505	en	    Bitch shut the fuck up	1
4506	en	ok babies ill go to sleep ok bitch shut the fuck up	1
4507	en	You are a fucking ugly bitchshut the fuck upyou just a ugly bitchfuck you 	1
4508	en	RT   bitch shut the fuck up youre fucking your best friends dad 	1
4509	en	RT    shut the fuck up and come suck my dick 	1
4510	en	  ice has more talent in his ejeculated sperm than you do in ur whole body please shut the fuck up and go suck idubbz dick u cunt	1
4511	en	  Ok if you fucking said leave block me But dm me first Im gonna kick your ass Shut the fuck up you 	1
4512	en	  Shut the fuck up ye little slag	1
4513	en	Selena has BEEN acting like shess the victim all these years shut the fuck up 	1
4514	en	  Shut the fuck up you cunt	1
4515	en	like damn bitch if youre hungry shut the fuck up and eat im trying to sleep	1
4517	en	  shut the fuck up hes not gonna dick you was gonna send u this dope steroline edit but u can go cry to olly	1
4518	en	Dont speak bitchjust Die Die Die Why cant you go bye bye bye Cause I will take your life away So turn around and just shut the fuck up	1
4519	en	If women want equailty they should be drafted into war See how that feels	1
4520	en	charli fuck you bitch charli omg why am i so extra wjahjaaj	1
4521	en	Bitch you better be  	0
4522	en	  Come on box I show you my cock darling	1
4523	en	Rica gets so much cock in her licked cunt 	1
4524	en	Say you gon ride bitch ride	1
4525	en	  bitch you a hoe I do not like yo fish booty ass no fuckin moe	1
4526	en	They call it HB I m a hot bitch you a has been	0
4527	en	I kno this bitch pussy smells really bad because she cook steak rice n corn everyday	1
4528	en	  Cause youre a Bitch and you love those situations 	0
4529	en	cuf yo boy and yo girl Have you heard  pull a bad bitch  by Reeses stuffed with on     	0
4530	en	  You know you can always block me right  Or are you an attention whore  Waiting for your feminist friends to get on line	1
4531	en	And HE HAD ANOTHER GIRL WITH HIM bitch she was shook 	0
4532	en	also this girl tried to twerk me away from barricade FUCK YOU suck my dick	1
4533	en	Boo you sweaty whore	1
4534	en	  Wow mo cock got hard Want to pull your panties down push you against these door and let you feel my cock deep in your wet puss 	1
4535	en	Kashdoll said Yall hoes kill me always want the next bitch issue bitch you want her life but dont know what she been threw 	1
4536	en	Literally just saw a  year old girl wearing a shirt with sparkles that said doing my best fucking same bitch whered you get that 	0
4537	en	But remember you cheated on me first you re a whore you re a whore this is whore 	1
4538	en	  Wow Never seen a woman juggle a big cock like that	1
4539	en	Is it rape if you stick your finger in a bootyhole when they sleep	1
4541	en	So i had a dream that baekyeol kissed right in front of my face that was very charming thing until some psycho women start to screambitch	1
4542	en	my girl left early in the morning holler bout she going to get her hair done bitch i ain t dumb	1
4543	en	All you fucking faggots were laughing at her too with that other fucking dumb cunt liberal Ellen DeGeneres	1
4544	en	Im sorry but you damn hoe and you dont even know it 	1
4545	en	Thats yo main bitch thats my side hoe damn near coldest bitch i love her nigga side joke	1
4546	en	  got these hoes thinking sharing a nigga or being a side bitch is cool 	1
4547	en	  She probably was using it already before she took it stupid bitch	1
4548	en	  you fucking slut daddy wants you to dm him	1
4549	en	ALSO still laughing at this bitch that my friend Chef brought to DirtyBird LIKE NO ONE WANTED YOU THERE HOE JUST SO YOU KNOW 	1
4550	en	 Tuesday and Wednesday Thursday and FridayI can beat your ass bitch every weekend 	1
4551	en	Ill kill the bitch chloe when your not home   Idgaf if you re kidding bitch I ll report your ass  	1
4552	en	Why   because you act like Ms Whore	1
4554	en	First of all ya dick is too mediocre to be having your ugly ass bitch come at me in such manner	1
4555	en	wow that bitch is tweeting hard like her good heart makes it look like she wasnt involved in the coverup everybody knows shes a ho	1
4556	en	Too bad my stupid loyal bitch ass dropped all my hoes that smoked me out for an aint shit boy	1
4557	en	  stupid bitch i hate you	1
4558	en	oh my god okay but i saw this jennie x pretty girl video and bitch im 	0
4559	en	Me h Lana Del Dey I m a dragon you re a whore bitch	1
4561	en	Before you sign up to be a side bitch keep in mind that there s a  chance of you getting your ass beat K K	1
4562	en	Never let a girl with unblended shadow unlined lips and a nonsetting foundation w powder ass bitch tell u shithave a good day yall	0
4563	en	You only come around when you want dick bitch respect my energy	1
4564	en	  YOU ARE NO CHAMPION FOR WOMEN YOURE A GREEDY OPPORTUNISTIC ATTENTION WHORE You should never work in law again   	1
4565	en	  No bitch this girl annoying	1
4568	en	Lmao a little bitch got mad at me at work yesterday and asked to speak to a manager  hoe I am the store manager so what now 	1
4570	en	    Excuse me EVERYONE LIKES IT BITCH IF YOU DONT FUCK OFF THIS WORLD What a hoe 	1
4571	en	  No you suck and the game said you were a slut	1
4572	en	A girl can only be a slut a bitch a tease or the virgin next door      	1
4573	en	  Backstabbing cher hypocritical NASTY WOMAN and a bitch bashing my President who screwed her way to the top     	1
4574	en	I get to rape beautiful women and thats why I like working on this project	1
4575	en	Fuck you bitch Id fight you if I wasnt pregnant but your too big of a pussy to hit anyone cause all you do is run your mouth	1
4576	en	  l dont even know s that fucking women bitch kayleigh corbett	1
4577	en	what the fuck  Travis your a dumb ass bitch Kylie i still love yah girl btw 	0
4578	en	  girl lmaooooo bitch I needed a heads up or something 	0
4579	en	This bitch is stupid af Forcing me to wake up my residents Like wtf not like I was sitting not doing shit I was doing shit Stupid ass	1
4580	en	  I miss you more main slut halavyaahhh HHAHAHHAAHAHpatatas 	0
4581	en	Hey girl if ur still reading my tweets  ur a dumb bitch	1
4582	en	You just have power over men altogether women are men s ultimate weakness after all which is why women are slut  	1
4583	en	this fake bitch trynna indirect me Hello  me if ur not a coward hoe	1
4584	en	  back too you slut	1
4585	en	  I tried to find a gif of Brett Butler calling you a Godless Whore butwell lets just say I didn  	1
4586	en	  Ahhh bitch just the other day you said  I been having a crush on him since forever dumb ass hoe give it up he dont want you	1
4587	en	    some women love to be whores so don t have if a pig wanna remove a pig from where he doesn t belong We need class	1
4588	en	 Fucking slut I knew you were cheating on me  	1
4589	en	Shut up bitch and suck my cock 	1
4590	en	  Telemarketer did same to me called me a whore and said he would rape me Nice	1
4591	en	And you all call me a slut Ha not when close compared to that slut	1
4592	en	Titties are  but wheres your ass bitch	1
4593	en	  a bitch about to get pussy punched if she dont buy a new god damn book	1
4594	en	Boy you look like you rape girls at frat parties malicious ass racist cunt 	1
4595	en	    demi  fat and flop ariana  queen now leave stupid bitch	1
4596	en	    I love playing with your ass will you rid my cock and I eat you out 	1
4597	en	Ovide Mercredi to Paul Schabas Chars a squaw I attack Indigenous women all the time No one will notice if you rape her Rape her	1
4598	en	    Really Some cunt that has Oasis lyrics in her bio is gonna tell me something Stfu bitch this cunt is crazy	1
4599	en	why this big fat ass ugly ass bitch like me  she need to UNLIKE me i love dick tf	1
4600	en	This ignorant bitch   should know How many women did she destroy to protect that predator husband 	1
4601	en	  They are nice You mean mean whore	1
4602	en	    Girl or not if I saw that Id knock the cunt out How dare you hurt a child like that Fucking sick twisted bitch	1
4603	en	  Uhhhhhh that s stupid LITTLE bitch ma am 	1
4604	en	  You a whore	1
4605	en	I had this girl bite my dick a lil too hard last night	1
4607	en	No apple I dont want an amber alert for a stupid  yr old bitch that got into a  yr old pedos car 	1
4608	en	    I m the big dick motherfuckin bitch hoe 	1
4609	en	Eric Cartman How bout we sing Kyles Mom is a stupid bitch in D Minor	1
4610	en	lil is beautiful gays are cute im very strong and youre stupid bitch	1
4611	en	Frost is a stupid bitch  	0
4612	en	Thots be like OMG shes such a slut   didnt you fuck the whole football team	1
4613	en	    bitch if u dont hop off my dick and go do somethin with yo loud mouth ass  mothball  	1
4614	en	boo seungkwan a visual hole  bitch i think the fuk not     	0
4615	en	Bitch you stupid but you aint stupid stupid  	0
4616	en	Then da cop decides to get in da car and try to make da girl suck his dick in da backseat for what reason Idk smh had to beat this nigga ass	1
4617	en	I hate this British woman of letters bitch	1
4619	en	I don t really appreciate some of you that participated in  Fine Women Friday   This is my personal opinion though  your Granny a hoe	1
4620	en	Happy st Birthday to my Slut you already know what we on  	0
4621	en	Imagine getting your ass dragged by Kali Uchis bc you were being a rude ass bitch	1
4622	en	Wheres this bitch Gloria Steinem in all this abuse against women 	1
4623	en	your girlfriend a major snorter but that bitch aint worth a quarter 	1
4624	en	Your girl is a hoe she fucked all my bros	1
4625	en	    Omg he gave her his number and she didnt say no what a cunt The girl is the cunt for giving it to some random fucktard	1
4626	en	Lmao   went off on the whore groupie hoe in Scott s bathroom Yes bitch	1
4627	en	You re in the middle of being a woman or being a bitch	1
4628	en	This bitch for real said youre not a woman without boobs	1
4629	en	Went to   stupid bitch put one in upside down one side ways     well spent   	1
4630	en	I hate coming to the city people real life know my car like pussy study yo bitch car 	1
4631	en	i use to get sky at my dads house but his whore girlfriend never use to let me watch it	1
4632	en	even my dreams cock block me like i killed and save this bitch  times just to die and start again bitch this aint mario smd	1
4633	en	  Dirty smelly cunt slut whores Hope your old man rots in a cell	1
4634	en	Getting her pussy and ass ate at the same time  now thats goals bitch	1
4635	en	lol chop her head off and rape the bitch 	1
4636	en	disgusting little fuck bitch the only good thing about ur boring ass moview are the women in it you owe everything to women so shut UP 	1
4637	en	This pussy mine girl tell me you like Daddy dick  FIRST OF ALL WRONG HOLE FOO	1
